                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    209,                 1.2507,                 1.0463,                 1.2638,                 1.3833,                 1.2814,                  1.279,                0.66001,                  0.549,                0.55093,                0.34403,                 1.4631,                 1.3712,                 1.5245,                 1.5684,                 1.7161,                 1.5327,               0.003169,               0.003169,               0.003169
                    210,                 1.2451,                 1.0631,                  1.263,                 1.3777,                 1.2807,                 1.2731,                0.66486,                0.54786,                0.55235,                0.34406,                 1.4632,                 1.3718,                 1.5243,                 1.5674,                 1.7154,                 1.5342,               0.003136,               0.003136,               0.003136
                    211,                 1.2321,                 1.0434,                 1.2554,                 1.3744,                 1.2633,                 1.2719,                0.67034,                0.55265,                0.55491,                0.34591,                 1.4619,                 1.3735,                 1.5229,                 1.5664,                 1.7162,                 1.5334,               0.003103,               0.003103,               0.003103
                    212,                 1.2513,                 1.0603,                   1.27,                 1.3797,                 1.2837,                 1.2814,                0.68055,                0.55187,                0.55551,                0.34631,                 1.4604,                 1.3714,                 1.5214,                  1.565,                 1.7101,                 1.5349,                0.00307,                0.00307,                0.00307
                    213,                  1.238,                 1.0197,                 1.2513,                 1.3757,                 1.2337,                 1.2602,                  0.677,                0.54213,                 0.5537,                0.34521,                 1.4582,                 1.3686,                 1.5208,                 1.5617,                 1.7156,                 1.5337,               0.003037,               0.003037,               0.003037
                    214,                 1.2301,                 1.0373,                 1.2628,                 1.3694,                 1.2624,                 1.2697,                0.67483,                0.53887,                0.55208,                0.34384,                 1.4574,                 1.3674,                 1.5207,                 1.5635,                 1.7119,                 1.5338,               0.003004,               0.003004,               0.003004
                    215,                 1.2335,                 1.0331,                 1.2548,                 1.3652,                 1.2552,                 1.2658,                0.67116,                0.53656,                0.55065,                0.34318,                 1.4555,                 1.3658,                 1.5189,                 1.5652,                 1.7125,                 1.5339,               0.002971,               0.002971,               0.002971
                    216,                 1.2245,                 1.0194,                 1.2522,                 1.3598,                 1.2348,                 1.2676,                 0.6846,                0.53494,                0.55094,                 0.3433,                 1.4553,                 1.3663,                 1.5183,                 1.5656,                 1.7156,                 1.5341,               0.002938,               0.002938,               0.002938
                    217,                 1.2228,                 1.0243,                  1.254,                  1.361,                 1.2361,                 1.2695,                0.69008,                0.53721,                 0.5543,                0.34407,                 1.4561,                 1.3671,                 1.5187,                 1.5641,                  1.716,                 1.5332,               0.002905,               0.002905,               0.002905
                    218,                  1.227,                 1.0438,                  1.252,                 1.3661,                 1.2727,                 1.2651,                0.68684,                0.53692,                 0.5533,                 0.3443,                 1.4565,                 1.3675,                 1.5189,                 1.5634,                 1.7141,                 1.5328,               0.002872,               0.002872,               0.002872
                    219,                 1.2125,                 1.0181,                 1.2432,                  1.346,                 1.2401,                 1.2598,                0.68753,                0.53512,                0.55496,                0.34541,                 1.4563,                 1.3673,                 1.5189,                 1.5646,                 1.7076,                 1.5329,               0.002839,               0.002839,               0.002839
                    220,                 1.2236,                 1.0392,                 1.2475,                 1.3518,                  1.261,                  1.261,                  0.685,                0.53938,                0.55612,                0.34679,                 1.4561,                 1.3668,                 1.5187,                 1.5637,                 1.7071,                 1.5327,               0.002806,               0.002806,               0.002806
                    221,                 1.2093,                 1.0071,                 1.2359,                   1.35,                 1.2247,                 1.2516,                0.68373,                0.54012,                0.55644,                0.34708,                 1.4562,                 1.3672,                 1.5198,                 1.5637,                 1.7064,                 1.5316,               0.002773,               0.002773,               0.002773
                    222,                 1.2053,                 1.0006,                 1.2374,                 1.3311,                 1.2203,                 1.2519,                0.68341,                0.54485,                0.55682,                0.34777,                 1.4559,                 1.3666,                 1.5196,                 1.5633,                 1.7055,                 1.5307,                0.00274,                0.00274,                0.00274
                    223,                 1.2217,                 1.0164,                 1.2358,                 1.3714,                 1.2354,                 1.2492,                0.68252,                0.54533,                0.55704,                0.34825,                 1.4551,                 1.3659,                 1.5187,                 1.5611,                 1.7078,                 1.5263,               0.002707,               0.002707,               0.002707
                    224,                 1.2067,                 1.0162,                  1.241,                 1.3375,                 1.2289,                 1.2526,                0.68566,                0.54518,                0.55742,                0.34831,                 1.4535,                 1.3652,                 1.5171,                 1.5611,                  1.704,                 1.5278,               0.002674,               0.002674,               0.002674
                    225,                 1.1995,                0.99635,                 1.2365,                 1.3401,                 1.2098,                 1.2518,                0.68967,                0.54449,                0.55922,                0.34886,                 1.4538,                 1.3652,                 1.5174,                 1.5577,                 1.7087,                 1.5246,               0.002641,               0.002641,               0.002641
                    226,                 1.2063,                 1.0006,                 1.2341,                 1.3456,                 1.2123,                 1.2462,                0.69282,                 0.5464,                   0.56,                0.34887,                 1.4529,                 1.3651,                 1.5167,                 1.5593,                 1.7041,                 1.5266,               0.002608,               0.002608,               0.002608
                    227,                  1.213,                 1.0141,                 1.2412,                 1.3519,                 1.2226,                 1.2545,                 0.6966,                0.54714,                 0.5598,                0.34914,                 1.4528,                 1.3653,                  1.517,                  1.559,                 1.7055,                 1.5253,               0.002575,               0.002575,               0.002575
                    228,                 1.2061,                 1.0159,                 1.2439,                 1.3494,                 1.2366,                 1.2585,                0.68876,                0.55016,                0.55892,                 0.3488,                 1.4519,                 1.3647,                 1.5166,                  1.559,                 1.7081,                 1.5288,               0.002542,               0.002542,               0.002542
                    229,                 1.1955,                0.99495,                 1.2325,                 1.3359,                 1.2167,                 1.2455,                0.68714,                0.54975,                0.55834,                0.34821,                 1.4514,                 1.3641,                 1.5168,                 1.5573,                 1.7136,                 1.5262,               0.002509,               0.002509,               0.002509
                    230,                 1.1931,                 1.0025,                 1.2331,                 1.3307,                 1.2127,                 1.2505,                  0.687,                0.54955,                0.55748,                 0.3481,                 1.4517,                 1.3642,                 1.5175,                 1.5595,                 1.7098,                 1.5283,               0.002476,               0.002476,               0.002476
                    231,                 1.2056,                 0.9945,                 1.2395,                 1.3359,                  1.207,                 1.2545,                0.68655,                0.54776,                0.55713,                0.34796,                 1.4525,                  1.364,                  1.518,                 1.5601,                 1.7076,                 1.5311,               0.002443,               0.002443,               0.002443
                    232,                 1.1882,                0.99225,                 1.2272,                 1.3296,                  1.197,                 1.2444,                0.68236,                0.55205,                0.55407,                0.34752,                 1.4527,                 1.3625,                 1.5187,                 1.5589,                 1.7079,                 1.5302,                0.00241,                0.00241,                0.00241
                    233,                 1.1975,                0.99306,                   1.23,                 1.3318,                 1.1939,                 1.2466,                0.68145,                0.55388,                0.55379,                0.34716,                 1.4527,                 1.3632,                 1.5188,                 1.5599,                 1.7066,                 1.5314,               0.002377,               0.002377,               0.002377
                    234,                  1.199,                0.98426,                 1.2232,                 1.3425,                 1.1884,                 1.2394,                0.67767,                0.55548,                0.55467,                0.34775,                  1.453,                 1.3632,                 1.5188,                 1.5588,                 1.7099,                 1.5315,               0.002344,               0.002344,               0.002344
                    235,                 1.1829,                0.98414,                 1.2297,                 1.3211,                 1.2021,                 1.2461,                0.67503,                0.55753,                0.55391,                0.34777,                 1.4529,                 1.3613,                 1.5189,                 1.5595,                 1.7075,                 1.5301,               0.002311,               0.002311,               0.002311
                    236,                 1.1795,                0.97634,                 1.2228,                 1.3148,                 1.1936,                 1.2407,                0.67486,                0.55794,                0.55505,                0.34798,                 1.4528,                 1.3615,                 1.5191,                   1.56,                 1.7064,                 1.5321,               0.002278,               0.002278,               0.002278
                    237,                 1.1798,                 0.9726,                 1.2239,                 1.3184,                 1.1867,                 1.2394,                0.67084,                0.55592,                0.55473,                0.34777,                 1.4531,                 1.3615,                 1.5193,                  1.561,                 1.7048,                 1.5326,               0.002245,               0.002245,               0.002245
                    238,                 1.1717,                0.96624,                 1.2137,                 1.3167,                 1.1767,                 1.2285,                0.66761,                0.55644,                0.55372,                0.34783,                 1.4528,                 1.3613,                 1.5195,                   1.56,                 1.7059,                 1.5328,               0.002212,               0.002212,               0.002212
                    239,                 1.1808,                0.95351,                 1.2187,                 1.3235,                 1.1546,                 1.2325,                0.66602,                0.56201,                0.55426,                0.34803,                  1.453,                 1.3616,                 1.5199,                 1.5615,                 1.7043,                 1.5328,               0.002179,               0.002179,               0.002179
                    240,                 1.1591,                0.95292,                 1.2101,                 1.2879,                 1.1478,                 1.2256,                0.67143,                0.55664,                0.55527,                0.34876,                 1.4527,                 1.3615,                 1.5201,                 1.5622,                 1.7046,                 1.5327,               0.002146,               0.002146,               0.002146
                    241,                 1.1657,                 0.9602,                 1.2167,                 1.2979,                 1.1603,                 1.2287,                0.67091,                0.55248,                0.55524,                0.34881,                 1.4527,                 1.3621,                 1.5202,                   1.56,                 1.7108,                 1.5313,               0.002113,               0.002113,               0.002113
                    242,                 1.1666,                0.96276,                 1.2118,                 1.3053,                 1.1518,                 1.2301,                0.67479,                0.55036,                0.55641,                0.34933,                 1.4528,                 1.3615,                 1.5203,                 1.5584,                 1.7127,                 1.5298,                0.00208,                0.00208,                0.00208
                    243,                 1.1783,                0.96467,                 1.2176,                 1.3107,                 1.1673,                   1.23,                0.67233,                0.55485,                0.55652,                 0.3497,                 1.4525,                 1.3608,                 1.5206,                 1.5583,                 1.7082,                 1.5303,               0.002047,               0.002047,               0.002047
                    244,                 1.1596,                0.94932,                  1.213,                 1.2942,                 1.1547,                 1.2271,                0.67659,                0.55229,                0.55709,                0.35023,                 1.4523,                 1.3603,                 1.5207,                 1.5585,                  1.706,                 1.5301,               0.002014,               0.002014,               0.002014
                    245,                 1.1511,                0.94385,                 1.2123,                 1.2869,                 1.1311,                 1.2278,                0.67916,                0.55177,                0.55844,                0.35115,                 1.4519,                 1.3605,                 1.5206,                 1.5572,                  1.707,                 1.5307,               0.001981,               0.001981,               0.001981
                    246,                 1.1658,                0.95027,                 1.2157,                 1.3075,                 1.1556,                 1.2294,                0.68664,                0.55173,                0.55808,                0.35133,                 1.4509,                 1.3599,                 1.5201,                 1.5552,                 1.7096,                 1.5292,               0.001948,               0.001948,               0.001948
                    247,                 1.1556,                0.93434,                 1.2043,                 1.2958,                  1.118,                 1.2239,                0.68038,                0.55735,                0.55758,                0.35104,                 1.4502,                   1.36,                 1.5201,                 1.5554,                 1.7109,                 1.5298,               0.001915,               0.001915,               0.001915
                    248,                  1.149,                0.93717,                 1.2043,                 1.2819,                 1.1406,                  1.221,                0.68065,                0.55801,                0.55772,                0.35103,                 1.4495,                  1.361,                 1.5202,                 1.5551,                 1.7114,                 1.5305,               0.001882,               0.001882,               0.001882
                    249,                 1.1609,                0.94497,                 1.2055,                 1.2989,                 1.1586,                 1.2225,                0.67786,                0.55649,                0.55689,                 0.3507,                 1.4493,                  1.361,                 1.5202,                 1.5553,                 1.7106,                 1.5314,               0.001849,               0.001849,               0.001849
                    250,                 1.1501,                0.93646,                 1.1976,                 1.2881,                 1.1357,                 1.2173,                0.67678,                0.55655,                0.55633,                0.35053,                 1.4489,                 1.3615,                 1.5203,                  1.554,                 1.7116,                 1.5313,               0.001816,               0.001816,               0.001816
                    251,                 1.1382,                0.93124,                 1.1967,                 1.2766,                 1.1206,                 1.2145,                0.68374,                0.55278,                0.55624,                 0.3501,                  1.448,                 1.3609,                 1.5194,                 1.5531,                 1.7114,                  1.529,               0.001783,               0.001783,               0.001783
                    252,                 1.1587,                0.94333,                 1.2091,                 1.2954,                 1.1464,                  1.228,                0.68351,                0.55314,                0.55571,                0.34998,                 1.4475,                 1.3593,                 1.5192,                 1.5543,                 1.7089,                 1.5298,                0.00175,                0.00175,                0.00175
                    253,                 1.1326,                0.92057,                 1.1958,                 1.2624,                 1.1186,                 1.2108,                0.67586,                0.55868,                0.55641,                0.35054,                 1.4468,                 1.3593,                 1.5187,                 1.5531,                 1.7092,                 1.5283,               0.001717,               0.001717,               0.001717
                    254,                 1.1449,                0.93314,                  1.197,                 1.2827,                 1.1326,                 1.2139,                0.68284,                0.55849,                0.55707,                0.35133,                 1.4467,                 1.3595,                 1.5188,                 1.5539,                 1.7048,                 1.5292,               0.001684,               0.001684,               0.001684
                    255,                 1.1392,                0.92926,                 1.1959,                  1.277,                 1.1344,                 1.2105,                0.67959,                0.56278,                0.55791,                0.35183,                 1.4462,                 1.3601,                 1.5187,                 1.5535,                 1.7079,                 1.5277,               0.001651,               0.001651,               0.001651
                    256,                 1.1345,                0.93163,                  1.194,                 1.2704,                 1.1401,                 1.2112,                0.67508,                 0.5647,                 0.5578,                0.35215,                 1.4462,                 1.3604,                 1.5188,                 1.5535,                 1.7067,                 1.5284,               0.001618,               0.001618,               0.001618
                    257,                 1.1203,                0.91747,                  1.186,                 1.2575,                  1.115,                  1.201,                0.68281,                0.56265,                0.55734,                0.35172,                 1.4462,                 1.3608,                 1.5192,                 1.5527,                 1.7087,                 1.5278,               0.001585,               0.001585,               0.001585
                    258,                 1.1163,                0.91205,                 1.1823,                 1.2588,                 1.1078,                 1.1993,                0.68381,                0.55984,                0.55712,                0.35185,                  1.446,                 1.3612,                 1.5195,                 1.5534,                 1.7088,                  1.528,               0.001552,               0.001552,               0.001552
                    259,                 1.1188,                0.91185,                 1.1865,                 1.2587,                 1.1052,                 1.2032,                0.68328,                0.55676,                0.55645,                 0.3516,                 1.4459,                 1.3616,                 1.5194,                 1.5523,                 1.7113,                  1.527,               0.001519,               0.001519,               0.001519
                    260,                 1.1275,                0.91373,                 1.1905,                 1.2548,                 1.1006,                 1.2034,                0.68443,                0.55458,                0.55627,                0.35176,                 1.4453,                 1.3617,                  1.519,                 1.5511,                 1.7126,                  1.527,               0.001486,               0.001486,               0.001486
                    261,                 1.1229,                0.90646,                 1.1879,                 1.2631,                 1.0935,                 1.2035,                0.68829,                0.55318,                0.55607,                0.35192,                 1.4447,                 1.3619,                 1.5187,                 1.5495,                 1.7154,                  1.526,               0.001453,               0.001453,               0.001453
                    262,                  1.134,                0.93148,                 1.1972,                 1.2707,                 1.1273,                 1.2094,                0.69045,                 0.5537,                0.55578,                0.35177,                 1.4445,                 1.3626,                  1.519,                 1.5467,                 1.7212,                 1.5247,                0.00142,                0.00142,                0.00142
                    263,                  1.124,                 0.9151,                 1.1852,                 1.2688,                 1.1129,                 1.2006,                0.69087,                0.55524,                0.55583,                0.35194,                 1.4445,                 1.3627,                  1.519,                 1.5464,                 1.7223,                 1.5243,               0.001387,               0.001387,               0.001387
                    264,                 1.1088,                0.89827,                 1.1819,                 1.2503,                 1.0865,                 1.2003,                0.69147,                0.55346,                0.55559,                0.35201,                 1.4448,                 1.3627,                 1.5198,                 1.5459,                  1.722,                 1.5239,               0.001354,               0.001354,               0.001354
                    265,                 1.1095,                 0.9064,                 1.1794,                 1.2371,                  1.101,                 1.1949,                0.69044,                0.55511,                0.55582,                0.35212,                 1.4444,                 1.3625,                 1.5197,                 1.5452,                 1.7231,                 1.5229,               0.001321,               0.001321,               0.001321
                    266,                 1.1038,                0.90203,                 1.1763,                  1.249,                 1.0838,                 1.1952,                0.69017,                0.55509,                0.55557,                0.35214,                  1.444,                 1.3627,                 1.5197,                 1.5465,                 1.7204,                 1.5242,               0.001288,               0.001288,               0.001288
                    267,                  1.097,                0.88988,                 1.1728,                 1.2353,                 1.0712,                 1.1931,                0.68831,                 0.5551,                0.55574,                0.35231,                 1.4438,                 1.3627,                 1.5199,                 1.5477,                 1.7182,                 1.5256,               0.001255,               0.001255,               0.001255
                    268,                 1.1117,                0.89767,                 1.1859,                 1.2527,                 1.0883,                  1.207,                0.68831,                0.55521,                0.55564,                0.35246,                  1.444,                 1.3624,                 1.5202,                 1.5473,                  1.718,                 1.5255,               0.001222,               0.001222,               0.001222
                    269,                 1.1232,                0.91035,                 1.1853,                 1.2629,                 1.1012,                  1.202,                0.68789,                0.55521,                0.55584,                0.35248,                 1.4437,                 1.3626,                 1.5203,                  1.549,                 1.7134,                 1.5263,               0.001189,               0.001189,               0.001189
                    270,                 1.0962,                 0.8968,                 1.1824,                 1.2282,                 1.0719,                 1.1999,                0.68613,                0.55384,                0.55577,                0.35242,                 1.4435,                 1.3628,                 1.5202,                 1.5481,                 1.7144,                 1.5263,               0.001156,               0.001156,               0.001156
                    271,                 1.0969,                0.89162,                 1.1766,                 1.2298,                 1.0732,                 1.1945,                0.68665,                0.55544,                0.55569,                0.35235,                 1.4432,                 1.3627,                   1.52,                 1.5485,                 1.7137,                 1.5266,               0.001123,               0.001123,               0.001123
                    272,                 1.1181,                0.89335,                 1.1747,                 1.2547,                 1.0816,                 1.1916,                0.68827,                0.55506,                0.55613,                0.35239,                 1.4431,                 1.3623,                 1.5199,                 1.5483,                 1.7141,                 1.5263,                0.00109,                0.00109,                0.00109
                    273,                 1.0995,                0.89248,                 1.1732,                 1.2357,                 1.0725,                 1.1931,                0.68523,                0.55532,                0.55606,                0.35237,                 1.4426,                  1.362,                 1.5196,                 1.5482,                 1.7141,                 1.5257,               0.001057,               0.001057,               0.001057
                    274,                 1.0962,                0.88494,                 1.1702,                 1.2266,                 1.0685,                 1.1896,                0.67982,                0.55624,                0.55616,                0.35247,                 1.4426,                 1.3619,                 1.5198,                 1.5476,                 1.7145,                 1.5253,               0.001024,               0.001024,               0.001024
                    275,                 1.0955,                0.87749,                 1.1647,                 1.2262,                 1.0574,                 1.1828,                0.68021,                0.55419,                0.55626,                0.35254,                 1.4425,                  1.362,                 1.5198,                 1.5473,                 1.7155,                 1.5247,               0.000991,               0.000991,               0.000991
                    276,                 1.0901,                0.88437,                 1.1725,                  1.227,                 1.0749,                 1.1922,                0.68206,                0.55458,                0.55629,                 0.3527,                 1.4421,                  1.362,                 1.5198,                 1.5475,                 1.7142,                 1.5246,               0.000958,               0.000958,               0.000958
                    277,                  1.098,                0.87831,                 1.1737,                 1.2307,                 1.0625,                 1.1926,                0.67632,                0.55422,                 0.5567,                0.35278,                 1.4421,                 1.3622,                 1.5198,                 1.5474,                 1.7149,                 1.5247,               0.000925,               0.000925,               0.000925
                    278,                 1.0817,                0.87357,                 1.1616,                 1.2275,                 1.0634,                 1.1822,                0.67733,                0.55484,                0.55648,                0.35278,                 1.4419,                  1.362,                 1.5196,                 1.5475,                 1.7155,                 1.5252,               0.000892,               0.000892,               0.000892
                    279,                  1.086,                0.87233,                 1.1682,                 1.2218,                 1.0445,                 1.1857,                 0.6761,                0.55484,                0.55628,                0.35248,                 1.4422,                 1.3621,                   1.52,                 1.5469,                 1.7163,                 1.5251,               0.000859,               0.000859,               0.000859
                    280,                  1.094,                0.87729,                 1.1683,                 1.2278,                  1.059,                 1.1896,                0.67774,                 0.5544,                0.55618,                0.35237,                 1.4421,                 1.3619,                 1.5201,                 1.5467,                 1.7167,                 1.5251,               0.000826,               0.000826,               0.000826
                    281,                  1.089,                0.86843,                 1.1619,                 1.2359,                 1.0439,                 1.1816,                0.67854,                0.55393,                0.55633,                0.35221,                 1.4415,                 1.3621,                 1.5195,                  1.546,                 1.7186,                 1.5246,               0.000793,               0.000793,               0.000793
                    282,                 1.0579,                0.86168,                  1.156,                 1.1929,                  1.026,                 1.1759,                0.67987,                0.55392,                0.55611,                0.35225,                 1.4412,                 1.3621,                 1.5195,                 1.5467,                 1.7174,                 1.5251,                0.00076,                0.00076,                0.00076
                    283,                 1.0796,                0.86721,                  1.165,                 1.2101,                 1.0353,                 1.1857,                0.68166,                0.55399,                0.55557,                0.35217,                  1.441,                 1.3622,                 1.5194,                 1.5467,                 1.7181,                 1.5252,               0.000727,               0.000727,               0.000727
                    284,                 1.0687,                   0.86,                 1.1541,                 1.2087,                 1.0301,                 1.1749,                 0.6813,                0.55447,                0.55482,                0.35203,                 1.4409,                 1.3623,                 1.5195,                 1.5475,                 1.7172,                 1.5258,               0.000694,               0.000694,               0.000694
                    285,                 1.0854,                0.87395,                 1.1641,                 1.2171,                 1.0556,                 1.1836,                0.68313,                0.55421,                0.55469,                0.35186,                   1.44,                 1.3624,                 1.5186,                 1.5477,                 1.7178,                  1.526,               0.000661,               0.000661,               0.000661
                    286,                 1.0718,                0.86586,                 1.1582,                 1.2065,                  1.042,                  1.176,                0.67623,                0.55743,                0.55471,                0.35132,                 1.4398,                 1.3625,                 1.5183,                 1.5479,                 1.7179,                 1.5266,               0.000628,               0.000628,               0.000628
                    287,                 1.0686,                 0.8533,                 1.1576,                 1.2052,                  1.023,                 1.1771,                0.67385,                0.55717,                 0.5545,                0.35115,                 1.4395,                 1.3621,                 1.5184,                 1.5485,                 1.7166,                 1.5257,               0.000595,               0.000595,               0.000595
                    288,                 1.0495,                0.85896,                 1.1503,                 1.1879,                 1.0398,                 1.1724,                0.67394,                0.55641,                0.55295,                0.35101,                 1.4392,                 1.3618,                 1.5185,                  1.548,                 1.7173,                 1.5259,               0.000562,               0.000562,               0.000562
                    289,                 1.0655,                0.84877,                 1.1529,                 1.1993,                 1.0124,                 1.1715,                0.67381,                0.55548,                0.55279,                 0.3511,                  1.439,                 1.3618,                 1.5184,                 1.5464,                 1.7217,                  1.525,               0.000529,               0.000529,               0.000529
                    290,                 1.0629,                0.85612,                 1.1538,                  1.203,                 1.0316,                 1.1758,                0.67136,                0.55733,                0.55301,                0.35095,                 1.4387,                 1.3618,                 1.5183,                 1.5452,                 1.7244,                 1.5255,               0.000496,               0.000496,               0.000496
                    291,                 1.0459,                0.78739,                 1.1488,                 1.1585,                0.88259,                 1.1705,                 0.6731,                0.55657,                0.55271,                0.35097,                 1.4383,                 1.3609,                 1.5181,                 1.5467,                  1.721,                 1.5261,               0.000463,               0.000463,               0.000463
                    292,                 1.0154,                0.75178,                 1.1316,                 1.1309,                0.84341,                 1.1557,                0.67242,                0.55759,                 0.5523,                0.35117,                  1.438,                 1.3608,                  1.518,                 1.5455,                 1.7227,                 1.5257,                0.00043,                0.00043,                0.00043
                    293,                 1.0069,                0.73657,                 1.1276,                 1.1164,                0.81095,                 1.1474,                0.67456,                0.55618,                0.55243,                0.35142,                 1.4379,                  1.361,                 1.5184,                 1.5466,                  1.721,                 1.5256,               0.000397,               0.000397,               0.000397
                    294,                 1.0011,                0.73213,                 1.1283,                 1.1108,                0.80363,                 1.1485,                0.67507,                0.55478,                0.55237,                0.35158,                 1.4374,                 1.3602,                 1.5181,                 1.5474,                 1.7197,                 1.5257,               0.000364,               0.000364,               0.000364
                    295,                  0.995,                0.72863,                 1.1236,                 1.1124,                0.80225,                 1.1447,                0.67572,                0.55478,                0.55244,                 0.3515,                 1.4368,                 1.3599,                 1.5177,                 1.5475,                 1.7187,                 1.5262,               0.000331,               0.000331,               0.000331
                    296,                0.98859,                 0.7209,                 1.1233,                 1.1035,                0.79125,                 1.1459,                0.68577,                0.54945,                0.55253,                0.35165,                 1.4365,                 1.3596,                 1.5176,                 1.5475,                 1.7181,                 1.5261,               0.000298,               0.000298,               0.000298
                    297,                0.97599,                 0.7188,                 1.1137,                 1.0907,                0.78906,                 1.1377,                 0.6793,                0.55312,                0.55277,                0.35187,                 1.4361,                 1.3602,                 1.5177,                 1.5467,                 1.7198,                 1.5262,               0.000265,               0.000265,               0.000265
                    298,                 0.9785,                 0.7203,                 1.1198,                 1.0936,                0.79274,                 1.1422,                0.68334,                0.55001,                 0.5529,                0.35214,                 1.4358,                 1.3601,                 1.5176,                 1.5456,                 1.7209,                 1.5259,               0.000232,               0.000232,               0.000232
                    299,                 0.9677,                0.70452,                 1.1113,                 1.0769,                0.76979,                 1.1302,                0.67671,                0.55281,                0.55323,                0.35246,                 1.4352,                   1.36,                 1.5173,                 1.5454,                 1.7204,                  1.526,               0.000199,               0.000199,               0.000199
                    300,                0.97617,                 0.7108,                 1.1111,                 1.0915,                0.78476,                 1.1365,                0.67582,                0.55196,                0.55328,                0.35258,                 1.4349,                 1.3599,                 1.5173,                 1.5448,                 1.7215,                 1.5255,               0.000166,               0.000166,               0.000166
